hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag,cbd_congestion_fee
HV0003,B03404,B03404,2025-03-10 10:48:35,2025-03-10 10:51:29,2025-03-10 10:51:29,2025-03-10 11:12:39,68,166,5.0,1269,33.44,0.0,0.8,2.96,2.75,0.0,0.0,19.86,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-11 19:37:30,2025-03-11 19:41:43,2025-03-11 19:42:43,2025-03-11 19:48:32,212,213,1.58,349,11.62,0.0,0.29,1.02,0.0,0.0,0.0,6.1,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-20 19:10:03,2025-03-20 19:13:14,2025-03-20 19:13:25,2025-03-20 19:40:27,228,89,3.72,1622,33.17,0.0,0.83,2.94,0.0,0.0,0.0,23.9,N,N,N,N,Y,0.0
HV0003,B03404,B03404,2025-03-25 18:50:07,2025-03-25 18:52:05,2025-03-25 18:52:45,2025-03-25 19:59:39,237,265,50.26,4014,290.29,8.69,7.53,0.0,0.0,0.0,47.84,158.02,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-07 14:03:00,2025-03-07 14:04:10,2025-03-07 14:05:03,2025-03-07 14:34:53,74,113,8.96,1790,33.29,0.0,0.73,2.7,2.75,0.0,0.0,30.71,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-17 00:24:39,2025-03-17 00:33:44,2025-03-17 00:34:02,2025-03-17 01:10:41,138,265,28.24,2199,75.96,0.0,1.93,7.06,0.0,2.5,0.0,71.52,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-01 16:25:14,2025-03-01 16:28:44,2025-03-01 16:28:53,2025-03-01 17:20:46,79,265,16.66,3113,65.27,16.06,1.6,0.0,0.0,0.0,12.43,58.69,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-08 17:55:28,2025-03-08 17:55:42,2025-03-08 17:57:39,2025-03-08 18:18:30,211,161,3.26,1251,37.94,0.0,0.92,3.37,2.75,0.0,0.0,18.3,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-15 17:05:35,2025-03-15 17:09:48,2025-03-15 17:10:04,2025-03-15 17:30:33,14,26,2.35,1230,16.99,0.0,0.42,1.51,0.0,0.0,0.0,15.71,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-16 23:59:46,2025-03-17 00:16:45,2025-03-17 00:18:45,2025-03-17 00:51:55,138,238,9.64,1990,68.6,6.94,1.71,6.93,2.75,2.5,0.0,40.03,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-23 02:52:41,2025-03-23 03:05:50,2025-03-23 03:06:16,2025-03-23 03:14:17,198,225,1.8,480,13.52,0.0,0.33,1.19,0.0,0.0,0.0,7.38,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-15 12:54:36,2025-03-15 12:55:14,2025-03-15 12:56:28,2025-03-15 13:02:23,98,131,1.47,354,8.43,0.0,0.21,0.73,0.0,0.0,0.0,5.65,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-15 16:01:53,2025-03-15 16:02:35,2025-03-15 16:03:06,2025-03-15 16:19:05,195,181,2.74,959,20.19,0.0,0.53,1.91,0.0,0.0,0.0,13.55,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-05 23:45:39,2025-03-05 23:49:45,2025-03-05 23:49:45,2025-03-06 00:17:27,100,37,7.98,1662,34.2,6.94,0.82,3.65,2.75,0.0,0.0,28.04,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-18 08:55:21,2025-03-18 09:03:18,2025-03-18 09:03:27,2025-03-18 09:13:54,212,208,3.5,627,14.32,0.0,0.39,1.36,0.0,0.0,0.0,11.27,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-26 20:50:06,2025-03-26 20:52:53,2025-03-26 20:53:32,2025-03-26 21:03:20,223,7,1.72,588,14.29,0.0,0.35,1.26,0.0,0.0,3.0,8.36,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-11 13:03:09,2025-03-11 13:05:22,2025-03-11 13:05:30,2025-03-11 13:28:21,249,256,4.1,1371,30.73,0.0,0.73,2.72,2.75,0.0,0.0,19.97,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-19 15:33:28,2025-03-19 15:35:20,2025-03-19 15:37:03,2025-03-19 16:08:46,9,75,14.49,1904,44.38,6.94,1.11,4.55,0.0,0.0,0.0,39.87,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-20 11:37:49,2025-03-20 11:40:07,2025-03-20 11:41:50,2025-03-20 11:48:30,208,208,1.16,401,8.96,0.0,0.22,0.79,0.0,0.0,3.0,5.68,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-15 19:42:57,2025-03-15 19:53:06,2025-03-15 19:53:40,2025-03-15 20:10:09,126,18,5.69,989,37.67,0.0,0.94,3.34,0.0,0.0,0.0,23.26,N,N,N,N,Y,0.0
HV0003,B03404,B03404,2025-03-30 06:05:00,2025-03-30 05:52:27,2025-03-30 06:12:17,2025-03-30 07:08:56,44,101,45.88,3399,174.09,0.0,4.35,15.44,0.0,0.0,0.0,103.88,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-02 22:50:13,2025-03-02 22:52:50,2025-03-02 22:53:51,2025-03-02 23:03:39,82,70,3.37,589,16.07,0.0,0.39,1.42,0.0,0.0,0.0,10.69,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-06 22:16:52,2025-03-06 22:18:43,2025-03-06 22:18:52,2025-03-06 22:21:34,3,81,0.58,161,7.57,0.0,0.19,0.67,0.0,0.0,0.0,4.0,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-31 09:27:36,2025-03-31 09:30:23,2025-03-31 09:33:02,2025-03-31 09:39:04,95,82,1.39,362,12.53,0.0,0.31,1.11,0.0,0.0,0.0,7.22,N,N,N,N,Y,0.0
HV0003,B03404,B03404,2025-03-01 12:10:45,2025-03-01 12:16:17,2025-03-01 12:16:39,2025-03-01 12:21:19,189,181,0.9,280,8.89,0.0,0.22,0.78,0.0,0.0,0.0,4.46,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-11 01:56:31,2025-03-11 02:00:00,2025-03-11 02:00:15,2025-03-11 02:20:17,10,39,8.99,1202,28.69,0.0,0.71,2.55,0.0,0.0,10.0,24.83,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-06 17:22:06,2025-03-06 17:33:26,2025-03-06 17:33:26,2025-03-06 17:46:40,65,33,1.26,794,20.48,0.0,0.52,1.85,0.0,0.0,2.32,16.56,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-14 15:32:04,2025-03-14 15:32:39,2025-03-14 15:33:50,2025-03-14 16:07:49,236,223,5.83,2039,34.67,6.94,0.87,3.69,2.75,0.0,0.0,28.8,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-30 16:28:06,2025-03-30 16:33:53,2025-03-30 16:34:41,2025-03-30 17:02:35,223,151,7.08,1674,29.43,6.94,0.74,3.23,0.0,0.0,8.06,26.88,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-23 19:05:40,2025-03-23 19:09:41,2025-03-23 19:09:41,2025-03-23 19:17:09,125,68,1.47,448,15.12,0.0,0.34,1.34,2.75,0.0,0.0,6.83,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-18 19:15:45,2025-03-18 19:19:49,2025-03-18 19:20:37,2025-03-18 19:27:24,213,250,1.34,407,10.73,0.0,0.27,0.95,0.0,0.0,0.0,10.5,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-02 16:38:49,2025-03-02 16:40:05,2025-03-02 16:41:31,2025-03-02 16:53:17,185,20,2.25,705,15.21,0.0,0.38,1.36,0.0,0.0,0.0,10.29,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-10 07:59:43,2025-03-10 08:02:52,2025-03-10 08:04:53,2025-03-10 08:15:24,246,249,0.93,631,13.32,0.0,0.31,1.24,2.75,0.0,0.0,10.26,N,N,N,N,Y,1.5
HV0003,B03404,B03404,2025-03-27 17:24:35,2025-03-27 17:27:34,2025-03-27 17:27:53,2025-03-27 17:37:41,246,158,1.76,588,18.02,0.0,0.44,1.68,2.75,0.0,0.0,12.86,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-10 20:35:48,2025-03-10 20:40:02,2025-03-10 20:40:49,2025-03-10 20:49:10,76,77,1.33,501,9.3,0.0,0.23,0.82,0.0,0.0,0.0,6.92,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-28 14:20:22,2025-03-28 14:22:39,2025-03-28 14:24:40,2025-03-28 14:29:38,17,49,1.1,299,12.61,0.0,0.31,1.11,0.0,0.0,0.0,6.35,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-10 04:37:46,2025-03-10 04:40:35,2025-03-10 04:41:51,2025-03-10 04:57:07,89,228,4.83,916,18.79,0.0,0.47,1.66,0.0,0.0,0.0,18.96,N,N,N,N,Y,0.0
HV0003,B03404,B03404,2025-03-15 08:34:42,2025-03-15 08:42:26,2025-03-15 08:44:26,2025-03-15 09:18:28,208,37,14.15,2042,41.11,6.94,1.03,4.26,0.0,0.0,0.0,40.6,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-15 23:04:25,2025-03-15 23:06:19,2025-03-15 23:07:46,2025-03-15 23:30:05,18,51,6.98,1339,24.34,0.0,0.61,2.17,0.0,0.0,0.0,23.37,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-14 01:49:46,2025-03-14 01:54:31,2025-03-14 01:55:25,2025-03-14 02:24:27,53,200,16.99,1743,36.77,6.94,0.97,4.02,0.0,0.0,0.0,41.85,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-31 10:35:27,2025-03-31 10:37:54,2025-03-31 10:38:00,2025-03-31 10:43:53,165,165,1.11,353,10.74,0.0,0.27,0.95,0.0,0.0,0.0,9.59,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-01 13:29:02,2025-03-01 13:30:26,2025-03-01 13:31:51,2025-03-01 13:39:18,61,190,1.0,447,9.29,0.0,0.23,0.8,0.0,0.0,0.0,5.93,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-25 23:18:43,2025-03-25 23:20:03,2025-03-25 23:21:23,2025-03-25 23:37:22,61,63,3.26,959,19.72,0.0,0.5,1.75,0.0,0.0,0.0,17.28,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-25 13:32:38,2025-03-25 13:35:46,2025-03-25 13:37:47,2025-03-25 14:15:44,136,265,15.45,2278,57.36,19.05,1.43,0.0,0.0,0.0,0.0,46.5,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-08 08:15:32,2025-03-08 08:21:18,2025-03-08 08:21:35,2025-03-08 08:28:51,188,62,1.1,436,8.92,0.0,0.22,0.78,0.0,0.0,4.0,5.94,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-27 23:05:23,2025-03-27 23:12:46,2025-03-27 23:12:54,2025-03-27 23:29:10,232,249,4.98,976,22.77,0.0,0.5,1.87,2.75,0.0,0.0,21.28,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-29 15:32:25,2025-03-29 15:36:25,2025-03-29 15:37:02,2025-03-29 16:14:37,210,61,7.14,2255,44.81,0.0,1.12,3.99,0.0,0.0,0.0,32.83,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-15 13:50:20,2025-03-15 13:57:08,2025-03-15 13:57:41,2025-03-15 14:15:36,230,161,1.32,1075,46.41,0.0,1.2,4.4,2.75,0.0,8.64,29.46,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-23 08:14:40,2025-03-23 08:16:37,2025-03-23 08:16:55,2025-03-23 08:26:43,237,143,1.86,588,14.57,0.0,0.37,1.3,2.75,0.0,0.0,8.55,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-16 18:21:12,2025-03-16 18:22:44,2025-03-16 18:24:28,2025-03-16 18:41:22,132,203,6.51,1014,18.88,0.0,0.47,1.68,0.0,0.0,0.0,22.12,N,N,N,N,Y,0.0
HV0003,B03404,B03404,2025-03-26 07:04:18,2025-03-26 07:05:55,2025-03-26 07:07:21,2025-03-26 07:14:34,138,70,1.78,433,11.0,0.0,0.28,1.2,0.0,2.5,0.0,8.04,N,N,N,N,Y,0.0
HV0003,B03404,B03404,2025-03-01 11:41:01,2025-03-01 11:45:33,2025-03-01 11:47:15,2025-03-01 11:55:21,146,226,1.11,486,10.34,0.0,0.16,0.55,0.0,0.0,0.0,6.47,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-15 10:01:55,2025-03-15 10:03:44,2025-03-15 10:03:55,2025-03-15 10:11:33,184,51,3.06,458,12.51,0.0,0.31,1.11,0.0,0.0,0.0,9.93,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-09 00:46:35,2025-03-09 00:54:01,2025-03-09 00:54:31,2025-03-09 01:17:22,234,49,4.97,1370,35.03,0.0,0.85,3.14,2.75,0.0,0.0,22.84,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-07 23:15:22,2025-03-07 23:15:34,2025-03-07 23:17:34,2025-03-07 23:36:05,246,239,2.81,1112,19.12,0.0,0.44,1.71,2.75,0.0,0.0,15.18,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-12 11:41:49,2025-03-12 11:46:20,2025-03-12 11:46:37,2025-03-12 12:00:54,213,60,2.3,857,16.1,0.0,0.4,1.44,0.0,0.0,0.0,11.9,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-11 11:21:07,2025-03-11 11:22:04,2025-03-11 11:22:58,2025-03-11 11:42:59,174,147,6.73,1201,26.37,0.0,0.66,2.35,0.0,0.0,0.0,21.92,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-26 12:49:51,2025-03-26 12:51:25,2025-03-26 12:51:46,2025-03-26 13:08:02,75,235,4.71,976,23.25,0.0,0.58,2.06,0.0,0.0,0.0,19.69,N,N,N,N,Y,0.0
HV0003,B03404,B03404,2025-03-07 15:53:47,2025-03-07 15:55:40,2025-03-07 15:57:25,2025-03-07 17:17:20,107,132,16.89,4795,100.38,6.94,2.61,10.23,2.75,2.5,0.0,73.51,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-18 19:22:23,2025-03-18 19:24:33,2025-03-18 19:26:23,2025-03-18 19:35:11,66,25,1.1,528,11.81,0.0,0.31,1.11,0.0,0.0,0.0,8.88,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-19 21:19:28,2025-03-19 21:24:04,2025-03-19 21:24:12,2025-03-19 21:32:48,130,215,1.75,516,12.54,0.0,0.31,1.11,0.0,0.0,0.0,7.75,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-23 05:10:00,2025-03-23 05:02:08,2025-03-23 05:09:08,2025-03-23 05:42:55,151,1,19.85,2027,99.26,17.06,2.47,0.0,0.0,2.5,0.0,51.94,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-30 20:07:58,2025-03-30 20:11:40,2025-03-30 20:12:49,2025-03-30 20:44:49,41,144,9.75,1920,55.88,0.0,1.35,4.96,2.75,0.0,0.0,33.74,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-08 23:12:41,2025-03-08 23:16:52,2025-03-08 23:18:50,2025-03-08 23:31:00,47,168,2.27,730,11.0,0.0,0.26,0.91,0.0,0.0,0.0,11.56,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-29 01:26:26,2025-03-29 01:26:45,2025-03-29 01:27:59,2025-03-29 01:46:40,130,265,8.31,1121,33.58,0.0,0.84,2.97,0.0,0.0,0.0,24.01,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-22 22:19:12,2025-03-22 22:24:52,2025-03-22 22:24:52,2025-03-22 22:41:21,65,233,6.79,989,25.63,0.0,0.64,2.41,2.75,0.0,0.0,20.82,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-18 12:19:07,2025-03-18 12:22:01,2025-03-18 12:22:37,2025-03-18 12:47:11,138,168,6.41,1475,31.69,6.94,0.79,3.65,0.0,2.5,0.0,23.93,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-09 06:50:08,2025-03-09 06:52:54,2025-03-09 06:53:05,2025-03-09 07:17:18,164,1,15.01,1453,59.18,17.06,1.56,0.0,0.0,2.5,0.0,42.11,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-06 11:06:47,2025-03-06 11:09:03,2025-03-06 11:09:22,2025-03-06 11:48:41,36,106,5.16,2359,34.98,0.0,0.88,3.1,0.0,0.0,0.0,37.43,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-11 21:14:43,2025-03-11 21:18:03,2025-03-11 21:18:13,2025-03-11 21:45:35,144,265,7.75,1642,52.55,16.06,1.27,0.0,0.0,0.0,0.0,29.39,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-15 13:43:55,2025-03-15 13:45:52,2025-03-15 13:46:19,2025-03-15 13:55:55,42,42,1.58,576,12.54,0.0,0.31,1.11,0.0,0.0,0.0,9.44,N,N,N,N,Y,0.0
HV0003,B03404,B03404,2025-03-23 07:13:38,2025-03-23 07:18:04,2025-03-23 07:18:47,2025-03-23 07:30:28,52,181,2.41,701,18.85,0.0,0.47,1.68,0.0,0.0,0.0,10.48,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-01 15:11:56,2025-03-01 15:14:16,2025-03-01 15:15:07,2025-03-01 15:21:55,147,167,1.08,408,9.34,0.0,0.19,0.67,0.0,0.0,0.0,5.63,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-07 09:42:53,2025-03-07 09:44:02,2025-03-07 09:44:36,2025-03-07 10:09:16,177,33,4.7,1481,29.57,0.0,0.76,2.7,0.0,0.0,5.0,24.6,N,N,N,N,Y,0.0
HV0003,B03404,B03404,2025-03-13 15:17:29,2025-03-13 15:18:14,2025-03-13 15:19:10,2025-03-13 15:28:06,260,83,1.42,536,11.05,0.0,0.25,0.89,0.0,0.0,0.0,9.07,N,N,N,N,Y,0.0
HV0003,B03404,B03404,2025-03-28 23:02:31,2025-03-28 23:05:48,2025-03-28 23:07:28,2025-03-28 23:19:58,37,37,1.74,750,15.19,0.0,0.39,1.38,0.0,0.0,0.0,10.03,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-19 09:53:33,2025-03-19 09:54:56,2025-03-19 09:55:37,2025-03-19 10:09:32,142,166,2.87,835,19.72,0.0,0.45,0.0,2.75,0.0,0.0,12.48,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-18 08:18:15,2025-03-18 08:24:14,2025-03-18 08:24:14,2025-03-18 09:24:43,259,249,15.28,3630,80.46,0.0,1.86,6.72,2.75,0.0,8.7,58.82,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-10 16:52:44,2025-03-10 16:53:56,2025-03-10 16:55:45,2025-03-10 17:08:44,76,76,2.12,779,16.11,0.0,0.4,1.44,0.0,0.0,0.0,11.16,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-26 20:46:37,2025-03-26 20:51:55,2025-03-26 20:53:56,2025-03-26 21:15:24,114,138,10.5,1288,45.94,0.0,1.07,4.11,2.75,2.5,0.0,27.84,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-06 18:45:33,2025-03-06 18:50:15,2025-03-06 18:50:38,2025-03-06 18:59:29,161,233,0.94,532,28.53,0.0,0.67,2.53,2.75,0.0,3.44,14.02,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-20 12:37:36,2025-03-20 12:38:26,2025-03-20 12:38:37,2025-03-20 12:48:58,171,16,1.88,620,13.44,0.0,0.31,1.12,0.0,0.0,0.0,8.91,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-31 12:26:57,2025-03-31 12:29:06,2025-03-31 12:29:12,2025-03-31 12:47:51,238,230,2.27,1118,22.66,0.0,0.53,2.01,2.75,0.0,0.0,14.48,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-28 09:55:21,2025-03-28 09:56:12,2025-03-28 09:56:12,2025-03-28 09:58:40,197,197,0.49,148,8.01,0.0,0.2,0.71,0.0,0.0,0.0,0.0,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-13 10:00:28,2025-03-13 10:03:53,2025-03-13 10:05:54,2025-03-13 10:13:49,256,255,0.87,475,4.5,0.0,0.11,0.4,0.0,0.0,0.0,6.02,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-30 03:29:18,2025-03-30 03:34:57,2025-03-30 03:35:31,2025-03-30 03:39:11,252,252,0.94,220,8.32,0.0,0.21,0.74,0.0,0.0,0.0,7.0,Y,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-08 18:12:37,2025-03-08 18:21:50,2025-03-08 18:22:56,2025-03-08 18:32:33,145,162,2.25,577,19.23,6.94,0.52,2.46,2.75,0.0,0.0,17.81,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-03 05:27:43,2025-03-03 05:35:24,2025-03-03 05:35:32,2025-03-03 05:53:01,35,76,3.01,1049,20.58,0.0,0.51,1.84,0.0,0.0,0.0,14.83,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-23 18:21:12,2025-03-23 18:27:08,2025-03-23 18:27:31,2025-03-23 18:35:27,177,177,0.9,475,9.28,0.0,0.23,0.8,0.0,0.0,0.0,6.06,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-28 11:49:18,2025-03-28 11:52:04,2025-03-28 11:52:09,2025-03-28 12:23:19,49,224,5.19,1870,31.64,0.0,0.76,2.82,2.75,0.0,0.0,26.19,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-28 11:44:35,2025-03-28 11:44:52,2025-03-28 11:46:53,2025-03-28 12:13:22,216,82,5.3,1589,26.03,0.0,0.65,2.31,0.0,0.0,0.0,23.5,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-25 13:14:30,2025-03-25 13:16:03,2025-03-25 13:16:42,2025-03-25 13:28:30,7,193,1.55,708,13.43,0.0,0.33,1.18,0.0,0.0,0.0,10.93,N,N,N,N,Y,0.0
HV0003,B03404,B03404,2025-03-28 10:05:25,2025-03-28 10:07:11,2025-03-28 10:07:18,2025-03-28 10:13:14,228,228,0.94,356,9.29,0.0,0.23,0.82,0.0,0.0,0.0,5.98,N,N,N,N,Y,0.0
HV0003,B03404,B03404,2025-03-15 19:16:33,2025-03-15 19:20:46,2025-03-15 19:21:09,2025-03-15 19:34:25,11,123,2.68,796,18.57,0.0,0.49,1.75,0.0,0.0,0.0,13.81,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-23 10:37:42,2025-03-23 10:42:25,2025-03-23 10:44:06,2025-03-23 10:59:22,191,265,5.92,915,18.03,0.0,0.44,1.53,0.0,0.0,0.0,16.39,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-19 15:44:17,2025-03-19 15:46:21,2025-03-19 15:46:50,2025-03-19 16:06:00,60,250,2.61,1150,18.5,0.0,0.49,1.75,0.0,0.0,0.0,15.54,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-24 12:12:52,2025-03-24 12:15:21,2025-03-24 12:15:56,2025-03-24 12:39:46,100,137,1.72,1430,24.19,0.0,0.56,2.13,2.75,0.0,0.0,16.84,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-15 19:38:13,2025-03-15 19:57:11,2025-03-15 19:57:37,2025-03-15 20:17:55,247,241,3.5,1218,25.99,0.0,0.65,2.31,0.0,0.0,0.0,19.24,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-23 12:46:46,2025-03-23 12:48:29,2025-03-23 12:49:31,2025-03-23 13:09:09,162,232,4.75,1178,24.03,0.0,0.56,2.09,2.75,0.0,0.0,16.77,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-17 19:16:33,2025-03-17 19:21:03,2025-03-17 19:21:20,2025-03-17 19:33:15,14,228,3.09,715,14.26,0.0,0.35,1.26,0.0,0.0,1.0,11.57,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-26 21:05:49,2025-03-26 21:08:58,2025-03-26 21:09:45,2025-03-26 21:22:57,144,33,3.35,793,41.1,0.0,1.0,3.65,2.75,0.0,9.69,21.0,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-29 10:08:21,2025-03-29 10:10:47,2025-03-29 10:10:47,2025-03-29 10:24:26,20,18,1.67,819,15.22,0.0,0.38,1.34,0.0,0.0,0.0,10.62,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-09 21:50:52,2025-03-09 22:01:49,2025-03-09 22:02:43,2025-03-09 22:55:19,132,265,35.83,3155,105.25,6.94,2.68,10.18,0.0,2.5,19.13,117.21,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-02 04:30:38,2025-03-02 04:44:13,2025-03-02 04:44:39,2025-03-02 05:00:37,7,28,9.36,958,29.72,0.0,0.73,2.59,0.0,0.0,0.0,28.14,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-21 21:06:00,2025-03-21 21:10:34,2025-03-21 21:12:16,2025-03-21 21:25:46,163,145,2.95,811,27.84,0.0,0.7,2.62,2.75,0.0,0.0,14.06,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-15 18:27:34,2025-03-15 18:29:57,2025-03-15 18:30:18,2025-03-15 18:34:42,10,216,0.99,263,6.0,0.0,0.11,0.39,0.0,0.0,1.0,4.29,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-15 09:48:23,2025-03-15 09:52:36,2025-03-15 09:52:46,2025-03-15 09:59:21,65,33,0.72,395,8.97,0.0,0.22,0.79,0.0,0.0,0.0,5.0,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-14 18:32:38,2025-03-14 18:37:00,2025-03-14 18:37:29,2025-03-14 18:52:36,228,195,3.17,907,12.43,0.0,0.33,1.18,0.0,0.0,0.0,14.03,Y,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-22 15:12:38,2025-03-22 15:16:02,2025-03-22 15:16:02,2025-03-22 16:20:47,132,231,18.99,3886,113.41,0.0,2.8,10.28,2.75,2.5,13.17,59.66,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-07 13:24:21,2025-03-07 13:24:51,2025-03-07 13:25:45,2025-03-07 13:42:15,114,164,2.51,990,26.63,0.0,0.65,2.44,2.75,0.0,0.0,13.53,N,N,N,N,N,1.5
HV0003,B03404,B03404,2025-03-30 22:44:42,2025-03-30 22:54:35,2025-03-30 22:55:21,2025-03-30 23:01:36,47,47,0.89,375,13.39,0.0,0.33,1.18,0.0,0.0,0.0,7.79,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-10 05:45:00,2025-03-10 05:38:26,2025-03-10 05:44:21,2025-03-10 06:29:24,176,132,28.86,2704,92.72,0.0,2.31,8.46,0.0,2.5,10.59,69.11,N,N,N,N,N,0.0
HV0003,B03404,B03404,2025-03-10 11:50:00,2025-03-10 11:45:09,2025-03-10 11:50:17,2025-03-10 12:15:51,237,138,9.37,1534,53.05,6.94,1.32,5.55,2.75,2.5,14.42,33.96,N,N,N,N,N,0.0
